type	pre-condition	post-condition	confidence	SDC
Embedding	"80 % column values have their Glove embedding distance to ""storage"" < 6.5"	"values whose Glove embedding distance to ""storage"" > 12.0"	0.9519141982876708	(('embed', 1, 'storage', 0.8, 6.5), ('embed', 12.0), 1.4576052060297107, 0.04808580171232922, (49, 1289, 149909, 86432))
Embedding	"80 % column values have their Glove embedding distance to ""income"" < 7.0"	"values whose Glove embedding distance to ""income"" > 11.5"	0.9517316242747298	(('embed', 1, 'income', 0.8, 7.0), ('embed', 11.5), 1.4472308718293037, 0.04826837572527025, (95, 2299, 149874, 85411))
Embedding	"80 % column values have their Glove embedding distance to ""income"" < 7.0"	"values whose Glove embedding distance to ""income"" > 12.0"	0.9517316242747298	(('embed', 1, 'income', 0.8, 7.0), ('embed', 12.0), 1.447124811094072, 0.04826837572527025, (95, 2299, 149862, 85423))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""australia"" < 0.9"	"values whose Sentence-BERT embedding distance to ""australia"" > 1.3"	0.9512744540953	(('sbert', 1, 'australia', 0.8, 0.9), ('sbert', 1.3), 2.0659138886428337, 0.04872554590470005, (0, 75, 175249, 62355))
Embedding	"80 % column values have their Glove embedding distance to ""east"" < 3.5"	"values whose Glove embedding distance to ""east"" > 5.5"	0.9512744540953	(('embed', 1, 'east', 0.8, 3.5), ('embed', 5.5), 2.845436556093409, 0.04872554590470005, (0, 75, 232432, 5172))
Embedding	"80 % column values have their Glove embedding distance to ""january"" < 4.0"	"values whose Glove embedding distance to ""january"" > 6.0"	0.9511503338049636	(('embed', 1, 'january', 0.8, 4.0), ('embed', 6.0), 2.3630162649135826, 0.04884966619503642, (1, 111, 217531, 20036))
Embedding	"80 % column values have their Glove embedding distance to ""norway"" < 5.5"	"values whose Glove embedding distance to ""norway"" > 7.5"	0.9511294888993879	(('embed', 1, 'norway', 0.8, 5.5), ('embed', 7.5), 1.6996853007812787, 0.04887051110061218, (6, 257, 168424, 68992))
Embedding	"80 % column values have their Glove embedding distance to ""disagree"" < 5.5"	"values whose Glove embedding distance to ""disagree"" > 6.0"	0.9509637895672656	(('embed', 1, 'disagree', 0.8, 5.5), ('embed', 6.0), 2.711522747727739, 0.049036210432734484, (5, 229, 236338, 1107))
Embedding	"80 % column values have their Glove embedding distance to ""none"" < 5.5"	"values whose Glove embedding distance to ""none"" > 11.5"	0.9509141949070311	(('embed', 1, 'none', 0.8, 5.5), ('embed', 11.5), 1.4440337232033778, 0.049085805092968844, (90, 2152, 149875, 85562))
CTA	"80 % column values have their Sherlock ""day""-classifier scores >= 0.35000000000000003"	"values whose Sherlock ""day""-classifier scores <= 0.01"	0.9507254595746948	(('cta', 'day', 0.8, 0.35000000000000003), ('cta', 0.01), 2.7139878301585285, 0.04927454042530521, (1, 110, 234234, 3334))
CTA	"80 % column values have their Sherlock ""day""-classifier scores >= 0.30000000000000004"	"values whose Sherlock ""day""-classifier scores <= 0.02"	0.9507254595746948	(('cta', 'day', 0.8, 0.30000000000000004), ('cta', 0.02), 2.89314737205541, 0.04927454042530521, (1, 110, 237366, 202))
CTA	"80 % column values have their Sherlock ""year""-classifier scores >= 0.25"	"values whose Sherlock ""year""-classifier scores <= 0.007"	0.9507254595746948	(('cta', 'year', 0.8, 0.25), ('cta', 0.007), 2.7175204749364408, 0.04927454042530521, (1, 110, 234332, 3236))
Embedding	"80 % column values have their Glove embedding distance to ""june"" < 3.5"	"values whose Glove embedding distance to ""june"" > 6.0"	0.9507254595746948	(('embed', 1, 'june', 0.8, 3.5), ('embed', 6.0), 2.368939236349307, 0.04927454042530521, (1, 110, 217977, 19591))
Embedding	"80 % column values have their Glove embedding distance to ""mexico"" < 6.0"	"values whose Glove embedding distance to ""mexico"" > 10.5"	0.950648916866642	(('embed', 1, 'mexico', 0.8, 6.0), ('embed', 10.5), 1.4485556127323493, 0.04935108313335806, (60, 1495, 149916, 86208))
Embedding	"80 % column values have their Glove embedding distance to ""travel"" < 6.0"	"values whose Glove embedding distance to ""travel"" > 10.5"	0.9505647527225625	(('embed', 1, 'travel', 0.8, 6.0), ('embed', 10.5), 1.4401652316143965, 0.04943524727743752, (129, 2958, 149837, 84755))
Embedding	"80 % column values have their Glove embedding distance to ""retail"" < 6.5"	"values whose Glove embedding distance to ""retail"" > 11.0"	0.9505461019124426	(('embed', 1, 'retail', 0.8, 6.5), ('embed', 11.0), 1.4495889860355133, 0.049453898087557444, (55, 1383, 149908, 86333))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""feb"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""feb"" > 1.2750000000000001"	0.950456984349931	(('sbert', 1, 'feb', 0.8, 1.2000000000000002), ('sbert', 1.2750000000000001), 2.002813680400788, 0.04954301565006901, (11, 381, 201119, 36168))
Embedding	"80 % column values have their Glove embedding distance to ""spring"" < 5.0"	"values whose Glove embedding distance to ""spring"" > 6.5"	0.9501746559898795	(('embed', 1, 'spring', 0.8, 5.0), ('embed', 6.5), 1.9759174759401892, 0.04982534401012051, (10, 354, 198505, 38810))
Pattern	"95 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	0.9495987173942619	(('pattern', 1, 't53', '^[a-zA-Z]+[\\+\\-\\d\\.,]+$', 0.95), ('pattern', 0), 2.7185278835102693, 0.05040128260573805, (203, 4402, 233074, 0))
Embedding	"80 % column values have their Glove embedding distance to ""plastic"" < 6.0"	"values whose Glove embedding distance to ""plastic"" > 9.5"	0.9494307146517369	(('embed', 1, 'plastic', 0.8, 6.0), ('embed', 9.5), 1.5298084325373495, 0.05056928534826305, (6, 248, 150105, 87320))
Embedding	"80 % column values have their Glove embedding distance to ""car"" < 6.0"	"values whose Glove embedding distance to ""car"" > 8.0"	0.9494227157624321	(('embed', 1, 'car', 0.8, 6.0), ('embed', 8.0), 1.796738815198475, 0.050577284237567924, (12, 397, 182676, 54594))
Embedding	"80 % column values have their Glove embedding distance to ""japan"" < 6.5"	"values whose Glove embedding distance to ""japan"" > 8.0"	0.9492838546560146	(('embed', 1, 'japan', 0.8, 6.5), ('embed', 8.0), 1.7692331442638434, 0.05071614534398542, (61, 1474, 184723, 51421))
Embedding	"80 % column values have their Glove embedding distance to ""poor"" < 6.0"	"values whose Glove embedding distance to ""poor"" > 11.0"	0.9491991479608682	(('embed', 1, 'poor', 0.8, 6.0), ('embed', 11.0), 1.434611730199205, 0.05080085203913177, (112, 2528, 149853, 85186))
Embedding	"80 % column values have their Glove embedding distance to ""spain"" < 6.0"	"values whose Glove embedding distance to ""spain"" > 8.0"	0.9485795577924339	(('embed', 1, 'spain', 0.8, 6.0), ('embed', 8.0), 1.5366307822413552, 0.05142044220756617, (34, 882, 159372, 77391))
Pattern	"98 % of values match pattern ""^[\+\-\d\.,]+ [a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+ [a-zA-Z]+$"""	0.9485212152499501	(('pattern', 1, '01 detail', '^[\\+\\-\\d\\.,]+ [a-zA-Z]+$', 0.98), ('pattern', 0), 2.8727232889627685, 0.051478784750049855, (3, 164, 237512, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""australia"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""australia"" > 1.35"	0.9484618065257423	(('sbert', 1, 'australia', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.0377247832135805, 0.0515381934742577, (58, 1387, 102846, 133388))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 5.5"	"values whose Glove embedding distance to ""white"" > 7.0"	0.9484393825034702	(('embed', 1, 'white', 0.8, 5.5), ('embed', 7.0), 2.0423568011730384, 0.05156061749652989, (8, 293, 203755, 33623))
Embedding	"80 % column values have their Glove embedding distance to ""saturday"" < 5.0"	"values whose Glove embedding distance to ""saturday"" > 6.0"	0.9483988796399875	(('embed', 1, 'saturday', 0.8, 5.0), ('embed', 6.0), 2.2819085353229465, 0.05160112036001248, (7, 268, 220561, 16843))
Embedding	"80 % column values have their Glove embedding distance to ""equipment"" < 6.5"	"values whose Glove embedding distance to ""equipment"" > 12.0"	0.9483136937041489	(('embed', 1, 'equipment', 0.8, 6.5), ('embed', 12.0), 1.4374177784835052, 0.05168630629585111, (64, 1507, 149894, 86214))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4.5"	"values whose Doduo ""country""-classifier scores <= -1"""	0.9481341141209663	(('doduo', 'country', 0.8, 4.5), ('doduo', -1), 2.0504561399650294, 0.051865885879033694, (13, 410, 206335, 30921))
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 6.5"	"values whose Glove embedding distance to ""event"" > 11.5"	0.9477870846717775	(('embed', 1, 'event', 0.8, 6.5), ('embed', 11.5), 1.427871873474672, 0.05221291532822244, (120, 2615, 149838, 85106))
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 6.5"	"values whose Glove embedding distance to ""event"" > 12.0"	0.9477870846717775	(('embed', 1, 'event', 0.8, 6.5), ('embed', 12.0), 1.427871873474672, 0.05221291532822244, (120, 2615, 149838, 85106))
Embedding	"80 % column values have their Glove embedding distance to ""blue"" < 6.5"	"values whose Glove embedding distance to ""blue"" > 12.0"	0.9476542033231053	(('embed', 1, 'blue', 0.8, 6.5), ('embed', 12.0), 1.4268849427371846, 0.05234579667689469, (131, 2825, 149828, 84895))
Embedding	"80 % column values have their Glove embedding distance to ""blue"" < 6.5"	"values whose Glove embedding distance to ""blue"" > 11.0"	0.9476542033231053	(('embed', 1, 'blue', 0.8, 6.5), ('embed', 11.0), 1.426947010254302, 0.05234579667689469, (131, 2825, 149835, 84888))
Embedding	"80 % column values have their Glove embedding distance to ""asia"" < 6.5"	"values whose Glove embedding distance to ""asia"" > 10.5"	0.9470940120339449	(('embed', 1, 'asia', 0.8, 6.5), ('embed', 10.5), 1.4250239720640145, 0.052905987966055085, (120, 2579, 149861, 85119))
Embedding	"80 % column values have their Glove embedding distance to ""labor"" < 6.5"	"values whose Glove embedding distance to ""labor"" > 12.0"	0.9470536260156466	(('embed', 1, 'labor', 0.8, 6.5), ('embed', 12.0), 1.4238496479488154, 0.05294637398435344, (156, 3276, 149801, 84446))
Embedding	"80 % column values have their Glove embedding distance to ""japan"" < 7.0"	"values whose Glove embedding distance to ""japan"" > 11.0"	0.946904396370742	(('embed', 1, 'japan', 0.8, 7.0), ('embed', 11.0), 1.4238665904059735, 0.05309560362925805, (126, 2686, 149848, 85019))
Embedding	"80 % column values have their Glove embedding distance to ""germany"" < 6.0"	"values whose Glove embedding distance to ""germany"" > 7.5"	0.9467354056861044	(('embed', 1, 'germany', 0.8, 6.0), ('embed', 7.5), 1.7062386820995596, 0.05326459431389563, (26, 682, 177471, 59500))
Embedding	"80 % column values have their Glove embedding distance to ""june"" < 4.5"	"values whose Glove embedding distance to ""june"" > 6.5"	0.9466535025171952	(('embed', 1, 'june', 0.8, 4.5), ('embed', 6.5), 2.168540328953665, 0.05334649748280485, (3, 158, 209653, 27865))
Embedding	"80 % column values have their Glove embedding distance to ""france"" < 6.0"	"values whose Glove embedding distance to ""france"" > 7.5"	0.946603600666931	(('embed', 1, 'france', 0.8, 6.0), ('embed', 7.5), 1.7557036099271213, 0.053396399333068986, (22, 595, 181979, 55083))
Embedding	"80 % column values have their Glove embedding distance to ""short"" < 6.0"	"values whose Glove embedding distance to ""short"" > 11.0"	0.9465935223408666	(('embed', 1, 'short', 0.8, 6.0), ('embed', 11.0), 1.4222717682802961, 0.053406477659133395, (189, 3876, 149776, 83838))
Embedding	"80 % column values have their Glove embedding distance to ""short"" < 6.0"	"values whose Glove embedding distance to ""short"" > 12.0"	0.9465935223408666	(('embed', 1, 'short', 0.8, 6.0), ('embed', 12.0), 1.422191453438149, 0.053406477659133395, (189, 3876, 149767, 83847))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""new hampshire"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""new hampshire"" > 1.35"	0.9463283039410908	(('sbert', 1, 'new hampshire', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.4701623689941299, 0.05367169605890923, (45, 1068, 153721, 82845))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""pennsylvania"" < 1.1"	"values whose Sentence-BERT embedding distance to ""pennsylvania"" > 1.35"	0.9462345682418408	(('sbert', 1, 'pennsylvania', 0.8, 1.1), ('sbert', 1.35), 1.5692035783173401, 0.05376543175815918, (5, 208, 154506, 82960))
Embedding	"80 % column values have their Glove embedding distance to ""asia"" < 5.5"	"values whose Glove embedding distance to ""asia"" > 7.0"	0.946089057390485	(('embed', 1, 'asia', 0.8, 5.5), ('embed', 7.0), 1.965890273900098, 0.053910942609514984, (7, 256, 197236, 40180))
Embedding	"80 % column values have their Glove embedding distance to ""fitness"" < 6.5"	"values whose Glove embedding distance to ""fitness"" > 12.0"	0.9459629600791779	(('embed', 1, 'fitness', 0.8, 6.5), ('embed', 12.0), 1.4199988090440172, 0.05403703992082206, (118, 2484, 149840, 85237))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 5.5"	"values whose Glove embedding distance to ""other"" > 7.5"	0.9459609774176921	(('embed', 1, 'other', 0.8, 5.5), ('embed', 7.5), 1.5833388063060085, 0.05403902258230781, (61, 1379, 167053, 69186))
Embedding	"80 % column values have their Glove embedding distance to ""productivity"" < 6.5"	"values whose Glove embedding distance to ""productivity"" > 11.0"	0.9456603493327083	(('embed', 1, 'productivity', 0.8, 6.5), ('embed', 11.0), 1.428448425510683, 0.054339650667291704, (58, 1312, 149912, 86397))
Embedding	"80 % column values have their Glove embedding distance to ""lisa"" < 4.5"	"values whose Glove embedding distance to ""lisa"" > 9.0"	0.9455124752390653	(('embed', 1, 'lisa', 0.8, 4.5), ('embed', 9.0), 1.636686614238739, 0.0544875247609346, (1, 99, 150042, 87537))
Embedding	"80 % column values have their Glove embedding distance to ""lisa"" < 4.5"	"values whose Glove embedding distance to ""lisa"" > 8.0"	0.9455124752390653	(('embed', 1, 'lisa', 0.8, 4.5), ('embed', 8.0), 1.6499653068131153, 0.0544875247609346, (1, 99, 151561, 86018))
Embedding	"80 % column values have their Glove embedding distance to ""epic"" < 6.5"	"values whose Glove embedding distance to ""epic"" > 11.0"	0.945291141453582	(('embed', 1, 'epic', 0.8, 6.5), ('embed', 11.0), 1.4233944860019272, 0.0547088585464181, (70, 1536, 149889, 86184))
Embedding	"80 % column values have their Glove embedding distance to ""jul"" < 6.0"	"values whose Glove embedding distance to ""jul"" > 7.5"	0.9451256436752161	(('embed', 1, 'jul', 0.8, 6.0), ('embed', 7.5), 1.642914656850977, 0.05487435632478389, (10, 320, 167288, 70061))
Embedding	"80 % column values have their Glove embedding distance to ""science"" < 6.0"	"values whose Glove embedding distance to ""science"" > 9.0"	0.9450746244963519	(('embed', 1, 'science', 0.8, 6.0), ('embed', 9.0), 1.4939248640079523, 0.054925375503648066, (16, 451, 153143, 84069))
Embedding	"80 % column values have their Glove embedding distance to ""science"" < 6.0"	"values whose Glove embedding distance to ""science"" > 9.5"	0.9450746244963519	(('embed', 1, 'science', 0.8, 6.0), ('embed', 9.5), 1.4671767431069604, 0.054925375503648066, (16, 451, 150096, 87116))
Embedding	"80 % column values have their Glove embedding distance to ""science"" < 6.0"	"values whose Glove embedding distance to ""science"" > 12.0"	0.9450746244963519	(('embed', 1, 'science', 0.8, 6.0), ('embed', 12.0), 1.4658389835918029, 0.054925375503648066, (16, 451, 149943, 87269))
Embedding	"80 % column values have their Glove embedding distance to ""crackers"" < 6.5"	"values whose Glove embedding distance to ""crackers"" > 8.5"	0.9445692944669355	(('embed', 1, 'crackers', 0.8, 6.5), ('embed', 8.5), 1.449702420003783, 0.055430705533064534, (30, 735, 150920, 85994))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.5"	"values whose Glove embedding distance to ""green"" > 7.5"	0.944378295380456	(('embed', 1, 'green', 0.8, 5.5), ('embed', 7.5), 1.5557599270469922, 0.05562170461954399, (24, 611, 162074, 74970))
Embedding	"80 % column values have their Glove embedding distance to ""gb"" < 6.5"	"values whose Glove embedding distance to ""gb"" > 10.5"	0.944168782470168	(('embed', 1, 'gb', 0.8, 6.5), ('embed', 10.5), 1.435786050802433, 0.05583121752983196, (34, 809, 149935, 86901))
Embedding	"80 % column values have their Glove embedding distance to ""india"" < 6.5"	"values whose Glove embedding distance to ""india"" > 12.0"	0.9439669950628419	(('embed', 1, 'india', 0.8, 6.5), ('embed', 12.0), 1.412468171555883, 0.05603300493715817, (105, 2151, 149853, 85570))
Embedding	"80 % column values have their Glove embedding distance to ""juice"" < 7.0"	"values whose Glove embedding distance to ""juice"" > 10.0"	0.9436032185256121	(('embed', 1, 'juice', 0.8, 7.0), ('embed', 10.0), 1.4261842537895415, 0.05639678147438791, (46, 1033, 150006, 86594))
Embedding	"80 % column values have their Glove embedding distance to ""juice"" < 7.0"	"values whose Glove embedding distance to ""juice"" > 12.0"	0.9436032185256121	(('embed', 1, 'juice', 0.8, 7.0), ('embed', 12.0), 1.4254209894472738, 0.05639678147438791, (46, 1033, 149919, 86681))
Embedding	"80 % column values have their Glove embedding distance to ""juice"" < 7.0"	"values whose Glove embedding distance to ""juice"" > 11.0"	0.9436032185256121	(('embed', 1, 'juice', 0.8, 7.0), ('embed', 11.0), 1.42545607851341, 0.05639678147438791, (46, 1033, 149923, 86677))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""maryland"" < 1.1"	"values whose Sentence-BERT embedding distance to ""maryland"" > 1.35"	0.943341533054129	(('sbert', 1, 'maryland', 0.8, 1.1), ('sbert', 1.35), 1.4666209936264485, 0.056658466945870976, (7, 243, 146018, 91411))
Function	"98 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9431117418103956	(('pyfunc', 'date', 0.98), ('pyfunc', 'date'), 0.9238409720445732, 0.056888258189604385, (54, 1175, 91895, 144555))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 6.5"	"values whose Glove embedding distance to ""cash"" > 12.0"	0.9430569844877256	(('embed', 1, 'cash', 0.8, 6.5), ('embed', 12.0), 1.4072266733720094, 0.05694301551227447, (124, 2459, 149832, 85264))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 6.5"	"values whose Glove embedding distance to ""cash"" > 11.5"	0.9430569844877256	(('embed', 1, 'cash', 0.8, 6.5), ('embed', 11.5), 1.4072886056054061, 0.05694301551227447, (124, 2459, 149839, 85257))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 6.5"	"values whose Glove embedding distance to ""cash"" > 11.0"	0.9430569844877256	(('embed', 1, 'cash', 0.8, 6.5), ('embed', 11.0), 1.4073063007304967, 0.05694301551227447, (124, 2459, 149841, 85255))
Embedding	"80 % column values have their Glove embedding distance to ""ford"" < 5.5"	"values whose Glove embedding distance to ""ford"" > 11.5"	0.9428523341357583	(('embed', 1, 'ford', 0.8, 5.5), ('embed', 11.5), 1.552743678273099, 0.05714766586424165, (3, 147, 149955, 87574))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 5.5"	"values whose Glove embedding distance to ""medium"" > 6.5"	0.9428523341357583	(('embed', 1, 'medium', 0.8, 5.5), ('embed', 6.5), 2.1467403655323443, 0.05714766586424165, (3, 147, 208749, 28780))
Embedding	"80 % column values have their Glove embedding distance to ""ford"" < 5.5"	"values whose Glove embedding distance to ""ford"" > 9.5"	0.9428523341357583	(('embed', 1, 'ford', 0.8, 5.5), ('embed', 9.5), 1.553668786489543, 0.05714766586424165, (3, 147, 150061, 87468))
Embedding	"80 % column values have their Glove embedding distance to ""london"" < 6.5"	"values whose Glove embedding distance to ""london"" > 12.0"	0.9426977325565271	(('embed', 1, 'london', 0.8, 6.5), ('embed', 12.0), 1.4050216310051655, 0.05730226744347288, (140, 2729, 149817, 84993))
Embedding	"80 % column values have their Glove embedding distance to ""london"" < 6.5"	"values whose Glove embedding distance to ""london"" > 11.5"	0.9426977325565271	(('embed', 1, 'london', 0.8, 6.5), ('embed', 11.5), 1.4050393548922102, 0.05730226744347288, (140, 2729, 149819, 84991))
Embedding	"80 % column values have their Glove embedding distance to ""spain"" < 5.5"	"values whose Glove embedding distance to ""spain"" > 7.0"	0.9426476568215049	(('embed', 1, 'spain', 0.8, 5.5), ('embed', 7.0), 1.796999740298282, 0.05735234317849515, (12, 348, 185013, 52306))
Embedding	"80 % column values have their Glove embedding distance to ""transportation"" < 6.5"	"values whose Glove embedding distance to ""transportation"" > 11.0"	0.9422219645925761	(('embed', 1, 'transportation', 0.8, 6.5), ('embed', 11.0), 1.4029491660025932, 0.05777803540742383, (144, 2776, 149821, 84938))
Embedding	"80 % column values have their Glove embedding distance to ""teacher"" < 6.0"	"values whose Glove embedding distance to ""teacher"" > 11.0"	0.9419962333551476	(('embed', 1, 'teacher', 0.8, 6.0), ('embed', 11.0), 1.425081176098245, 0.05800376664485244, (37, 834, 149926, 86882))
Embedding	"80 % column values have their Glove embedding distance to ""teacher"" < 6.0"	"values whose Glove embedding distance to ""teacher"" > 11.5"	0.9419962333551476	(('embed', 1, 'teacher', 0.8, 6.0), ('embed', 11.5), 1.4250286052825385, 0.05800376664485244, (37, 834, 149920, 86888))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""blackburn with darwen"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""blackburn with darwen"" > 1.35"	0.9416815457725645	(('sbert', 1, 'blackburn with darwen', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.4966424349170386, 0.05831845422743559, (5, 191, 147734, 89749))
Embedding	"80 % column values have their Glove embedding distance to ""transaction"" < 6.5"	"values whose Glove embedding distance to ""transaction"" > 11.0"	0.9416112210733748	(('embed', 1, 'transaction', 0.8, 6.5), ('embed', 11.0), 1.4001787277378983, 0.05838877892662522, (152, 2885, 149815, 84827))
Embedding	"80 % column values have their Glove embedding distance to ""transaction"" < 6.5"	"values whose Glove embedding distance to ""transaction"" > 12.0"	0.9416112210733748	(('embed', 1, 'transaction', 0.8, 6.5), ('embed', 12.0), 1.4000900224019226, 0.05838877892662522, (152, 2885, 149805, 84837))
Embedding	"80 % column values have their Glove embedding distance to ""nebraska"" < 5.5"	"values whose Glove embedding distance to ""nebraska"" > 10.0"	0.9415038915252157	(('embed', 1, 'nebraska', 0.8, 5.5), ('embed', 10.0), 1.456464700518365, 0.05849610847478421, (15, 402, 149965, 87297))
Embedding	"80 % column values have their Glove embedding distance to ""texas"" < 6.0"	"values whose Glove embedding distance to ""texas"" > 10.5"	0.9414747357140456	(('embed', 1, 'texas', 0.8, 6.0), ('embed', 10.5), 1.4057018920533926, 0.05852526428595444, (81, 1628, 149891, 86079))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+$"""	0.9411834627937813	(('pattern', 1, '1.8599150393375615e-2', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.6942754782060736, 0.05881653720621871, (113, 2184, 235382, 0))
Pattern	"93 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	0.9411192795845954	(('pattern', 1, 'g1', '^[a-zA-Z]+[\\+\\-\\d\\.,]+$', 0.93), ('pattern', 0), 2.6809781044985272, 0.058880720415404555, (242, 4402, 233035, 0))
Embedding	"80 % column values have their Glove embedding distance to ""ba"" < 6.5"	"values whose Glove embedding distance to ""ba"" > 9.5"	0.94096576024131	(('embed', 1, 'ba', 0.8, 6.5), ('embed', 9.5), 1.398181022618278, 0.059034239758690085, (142, 2679, 149876, 84982))
Embedding	"80 % column values have their Glove embedding distance to ""ba"" < 6.5"	"values whose Glove embedding distance to ""ba"" > 11.0"	0.94096576024131	(('embed', 1, 'ba', 0.8, 6.5), ('embed', 11.0), 1.3976494182232393, 0.059034239758690085, (142, 2679, 149816, 85042))
Embedding	"80 % column values have their Glove embedding distance to ""gold"" < 6.5"	"values whose Glove embedding distance to ""gold"" > 7.5"	0.9409552051717044	(('embed', 1, 'gold', 0.8, 6.5), ('embed', 7.5), 1.87159619904358, 0.05904479482829565, (33, 744, 196194, 40708))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 6.0"	"values whose Glove embedding distance to ""canada"" > 11.0"	0.9402837244919604	(('embed', 1, 'canada', 0.8, 6.0), ('embed', 11.0), 1.3946404633620857, 0.05971627550803958, (148, 2749, 149814, 84968))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""dt"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""dt"" > 1.2750000000000001"	0.9401194100053304	(('sbert', 1, 'dt', 0.8, 1.2000000000000002), ('sbert', 1.2750000000000001), 1.7097779427411268, 0.059880589994669636, (104, 1988, 183201, 52386))
Embedding	"80 % column values have their Glove embedding distance to ""toyota"" < 7.0"	"values whose Glove embedding distance to ""toyota"" > 10.0"	0.940032407511975	(('embed', 1, 'toyota', 0.8, 7.0), ('embed', 10.0), 1.3996396438215841, 0.059967592488024926, (87, 1691, 149973, 85928))
Embedding	"80 % column values have their Glove embedding distance to ""toyota"" < 7.0"	"values whose Glove embedding distance to ""toyota"" > 9.5"	0.940032407511975	(('embed', 1, 'toyota', 0.8, 7.0), ('embed', 9.5), 1.4021510981780985, 0.059967592488024926, (87, 1691, 150258, 85643))
Embedding	"80 % column values have their Glove embedding distance to ""toyota"" < 7.0"	"values whose Glove embedding distance to ""toyota"" > 12.0"	0.940032407511975	(('embed', 1, 'toyota', 0.8, 7.0), ('embed', 12.0), 1.3987500473500054, 0.059967592488024926, (87, 1691, 149872, 86029))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 5.5"	"values whose Glove embedding distance to ""white"" > 6.5"	0.9399341409578506	(('embed', 1, 'white', 0.8, 5.5), ('embed', 6.5), 2.1653521272008067, 0.06006585904214949, (10, 291, 215996, 21382))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 6.0"	"values whose Glove embedding distance to ""white"" > 7.5"	0.939565340600055	(('embed', 1, 'white', 0.8, 6.0), ('embed', 7.5), 1.7919625286681693, 0.06043465939994497, (60, 1208, 190654, 45757))
Embedding	"80 % column values have their Glove embedding distance to ""colombia"" < 6.0"	"values whose Glove embedding distance to ""colombia"" > 11.5"	0.9393703074462423	(('embed', 1, 'colombia', 0.8, 6.0), ('embed', 11.5), 1.4558366113738708, 0.06062969255375772, (13, 348, 149953, 87365))
Embedding	"80 % column values have their Glove embedding distance to ""colombia"" < 6.0"	"values whose Glove embedding distance to ""colombia"" > 9.5"	0.9393703074462423	(('embed', 1, 'colombia', 0.8, 6.0), ('embed', 9.5), 1.4568589630631505, 0.06062969255375772, (13, 348, 150070, 87248))
CTA	"80 % column values have their Sherlock ""description""-classifier scores >= 0.25"	"values whose Sherlock ""description""-classifier scores <= 0.002"	0.9392610869519062	(('cta', 'description', 0.8, 0.25), ('cta', 0.002), 2.3804216426644755, 0.06073891304809381, (5, 183, 226505, 10986))
Pattern	"95 % of values match pattern ""^[a-zA-Z]+ [\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+ [\+\-\d\.,]+$"""	0.9390528796977338	(('pattern', 1, 'week 10', '^[a-zA-Z]+ [\\+\\-\\d\\.,]+$', 0.95), ('pattern', 0), 2.7369185794015074, 0.060947120302266206, (21, 499, 237159, 0))
